description,change1_sh,up1_sh,down1_sh,total1,up1,up2,up3,up4,down1,down2,down3,down4,level1,level2,level3,level4,up_ch1,up_ch2,up_ch3,up_ch4,down_ch1,down_ch2,down_ch3,down_ch4,total2,total3,total4,up2_sh,up3_sh,up4_sh,down2_sh,down3_sh,down4_sh,level1_sh,level2_sh,level3_sh,level4_sh,change2_sh,change3_sh,change4_sh,division,_merge
STERLING SILVER EARRINGS PLAIN,.06258788,.036777802,.02581008,32003,1177,0,0,0,826,0,0,0,30000,0,0,0,.23533104,,,,-.18045515,,,,0,0,0,,,,,,,.93741214,,,,,,,12,matched (3)
CONTACT LENS SOLN STERILE SALI,.062305778,.043971412,.018334368,6436,283,0,0,0,118,0,0,0,6035,0,0,0,.070517927,,,,-.084864244,,,,0,0,0,,,,,,,.93769419,,,,,,,6,matched (3)
DECORATOR-PAINT EXT HOUSEFRONT,.061804373,.057483304,.0043210685,7637,439,0,0,0,33,0,0,0,7165,0,0,0,.099623531,,,,-.14176105,,,,0,0,0,,,,,,,.93819565,,,,,,,4,matched (3)
WILD BIRD SEED PACK 500G-2KG,.061612777,.027799685,.033813093,10144,282,86,65,26,343,120,59,26,9519,4755,866,517,.27143797,.25166807,.2134614,.25741401,-.20608918,-.22066094,-.18498312,-.13586886,4961,990,569,.017335216,.065656565,.045694202,.024188671,.059595961,.045694202,.93838722,.95847613,.87474746,.9086116,.041523889,.12525253,.091388404,9,matched (3)
DARTS-SET OF 3,.061591849,.037518978,.024072869,23055,865,0,0,0,555,0,0,0,21635,0,0,0,.13913973,,,,-.15637273,,,,0,0,0,,,,,,,.93840814,,,,,,,9,matched (3)
PRIMARY SCHOOL- FIXED CHARGE,.061272599,.057021938,.0042506591,53874,3072,237,12,0,229,31,2,0,50573,4646,377,131,.044233941,.03613491,.044466414,,-.077853315,-.076000683,-.034447789,,4914,391,131,.048229549,.030690538,0,.0063085062,.0051150895,0,.93872738,.94546193,.96419436,1,.054538056,.035805628,0,11,matched (3)
PET FLEA DROPS,.061188031,.041089773,.020098258,4478,184,0,0,0,90,0,0,0,4204,0,0,0,.071897008,,,,-.09820085,,,,0,0,0,,,,,,,.93881196,,,,,,,9,matched (3)
JIGSAW PUZZLE FOR 3-5 YR OLD,.061096605,.033420365,.02767624,1915,64,0,0,0,53,0,0,0,1798,0,0,0,.19466981,,,,-.17359975,,,,0,0,0,,,,,,,.93890339,,,,,,,9,matched (3)
FRUIT FRESH SNACKING 150-350G,.060899824,.035131328,.025768498,12069,424,251,70,36,311,189,102,77,11334,6009,1294,805,.22640379,.20106445,.18829879,.16564541,-.19251284,-.1641881,-.19422077,-.13749999,6449,1466,918,.038920764,.047748975,.039215688,.02930687,.069577083,.083877996,.93910015,.93177235,.88267392,.87690634,.068227634,.11732606,.12309368,1,matched (3)
PIZZA TAKEAWAY OR DELIVERED,.060340688,.045412555,.01492813,27063,1229,242,85,59,404,73,53,14,25430,3894,540,313,.08628618,.071034953,.18703522,.22210267,-.13167574,-.15720741,-.16549246,-.18641898,4209,678,386,.057495844,.12536873,.15284973,.017343787,.078171089,.03626943,.9396593,.92516035,.79646015,.81088084,.074839629,.20353982,.18911916,11,matched (3)
LEISURE CENTRE ANNUAL M'SHIP,.060277276,.051321793,.0089554805,11613,596,0,0,0,104,0,0,0,10913,0,0,0,.1118664,,,,-.16389304,,,,0,0,0,,,,,,,.93972272,,,,,,,9,matched (3)
DECORATOR-HANGING WALLPAPER,.060272537,.0567348,.0035377359,7632,433,0,0,0,27,0,0,0,7172,0,0,0,.10918499,,,,-.138466,,,,0,0,0,,,,,,,.93972749,,,,,,,4,matched (3)
BOTTLE OF LAGER IN NIGHTCLUB,.060073595,.043698251,.016375344,10870,475,35,0,0,178,7,0,0,10217,903,0,0,.086625367,.093397357,,,-.14775561,-.21743472,,,945,0,0,.037037037,,,.0074074073,,,.93992639,.95555556,,,.044444446,,,11,matched (3)
WOMENS HIGHLIGHTING,.060038332,.04960851,.010429822,67307,3339,269,53,0,702,46,32,0,63266,7027,389,0,.065184034,.064586848,.065712273,,-.11934326,-.12851276,-.054859988,,7342,474,0,.036638517,.11181434,,.0062653227,.067510545,,.93996167,.95709616,.82067513,,.042903841,.1793249,,12,matched (3)
FULL STRUCTURAL SURVEY FOR RES,.060015291,.04453364,.015481652,5232,233,0,0,0,81,0,0,0,4918,0,0,0,.11068846,,,,-.098544233,,,,0,0,0,,,,,,,.93998474,,,,,,,12,matched (3)
DIY EQUIPMENT HIRE,.059787847,.039296046,.020491803,4148,163,0,0,0,85,0,0,0,3900,0,0,0,.09008874,,,,-.096087903,,,,0,0,0,,,,,,,.94021213,,,,,,,4,matched (3)
COFFEE -TAKE-AWAY,.059566602,.049256712,.010309888,67605,3330,0,0,0,697,0,0,0,63578,0,0,0,.091444306,,,,-.11927116,,,,0,0,0,,,,,,,.94043338,,,,,,,11,matched (3)
EYESIGHT TEST CHARGE,.059564389,.050985038,.0085793519,34618,1765,0,0,0,297,0,0,0,32556,0,0,0,.12270635,,,,-.25689572,,,,0,0,0,,,,,,,.94043559,,,,,,,6,matched (3)
SMALL CAGED MAMMAL,.059409618,.041524846,.01788477,16159,671,54,2,2,289,67,2,2,15199,3421,182,64,.13910639,.16890368,.21844706,.21844706,-.15068214,-.17686905,-.19973315,-.19973315,3542,186,68,.015245624,.010752688,.029411765,.018915867,.010752688,.029411765,.94059038,.96583849,.97849464,.94117647,.034161493,.021505376,.05882353,9,matched (3)
PLAYGROUP FEES-PER SESSION,.059390604,.05458381,.0048067938,37447,2044,0,0,0,180,0,0,0,35223,0,0,0,.11999575,,,,-.1299419,,,,0,0,0,,,,,,,.9406094,,,,,,,12,matched (3)
PLAYGROUP FEES-PER SESSION,.059390604,.05458381,.0048067938,37447,2044,0,0,0,180,0,0,0,35223,0,0,0,.11999575,,,,-.1299419,,,,0,0,0,,,,,,,.9406094,,,,,,,10,matched (3)
BOOK ILLUSTRATED FOR UNDER 5,.059350643,.032342765,.027007878,23993,776,133,120,49,648,86,163,143,22569,5122,829,485,.24925444,.24614191,.28039506,.28272444,-.1816128,-.17246619,-.18638176,-.16993557,5341,1112,677,.024901703,.10791367,.072378136,.016101854,.14658274,.211226,.94064933,.95899642,.7455036,.71639585,.041003555,.2544964,.28360415,9,matched (3)
CUP OF TEA IN CANTEEN,.059273742,.047776822,.011496918,30182,1442,0,0,0,347,0,0,0,28393,0,0,0,.10546648,,,,-.12718834,,,,0,0,0,,,,,,,.94072628,,,,,,,11,matched (3)
WOODSCREWS STEEL/ZIN PLATED PK,.058908802,.043226145,.015682656,7588,328,251,26,20,119,71,20,8,7141,4408,779,468,.19182324,.16489561,.21622095,.1454137,-.1721151,-.18314618,-.20572485,-.19829357,4730,825,496,.053065538,.031515151,.040322579,.015010571,.024242423,.016129032,.94109118,.93192387,.94424242,.94354838,.068076111,.055757575,.056451611,5,matched (3)
TAKEAWAY CHICKEN & CHIPS,.058571707,.049717844,.008853863,10278,511,200,52,31,91,27,42,17,9676,3544,390,186,.057737596,.064660132,.11519693,.14753042,-.099405572,-.13048337,-.091181263,-.087720804,3771,484,234,.053036328,.10743801,.13247864,.0071599046,.08677686,.072649576,.9414283,.93980378,.80578512,.79487181,.060196232,.19421488,.20512822,11,matched (3)
MAN'S HAIRCUT,.058563139,.048932225,.0096309148,83585,4090,208,51,0,805,45,27,0,78690,6940,399,0,.091145612,.092184767,.10185185,,-.1185425,-.11520624,-.12435532,,7193,477,0,.028917003,.10691824,,.0062560821,.056603774,,.94143689,.96482694,.83647799,,.035173085,.16352201,,12,matched (3)
MUFFIN/INDIVIDUAL CAKE,.058342382,.0446616,.013680782,27630,1234,286,98,2,378,63,50,1,26018,6670,244,40,.085864663,.083246559,.17247744,.20192307,-.13742234,-.14500684,-.13797656,-.10714284,7019,392,43,.040746544,.25,.046511628,.0089756371,.12755102,.023255814,.9416576,.95027781,.62244898,.93023258,.04972218,.37755102,.069767445,11,matched (3)
STAFF RESTAURANT FIZZY DRINK,.057811175,.039995153,.017816022,24753,990,148,0,0,441,56,0,0,23322,2161,0,0,.10543689,.13653594,,,-.11689378,-.11521719,,,2365,0,0,.062579282,,,.023678647,,,.9421888,.91374207,,,.086257927,,,11,matched (3)
DEVELOP/PRINT 135/24 CLR FILM,.057707705,.03597758,.021730127,36217,1303,0,0,0,787,0,0,0,34127,0,0,0,.14731874,,,,-.13488808,,,,0,0,0,,,,,,,.94229227,,,,,,,9,matched (3)
PRIVATE HEALTH CLUB ANNUAL FEE,.057300936,.037181769,.020119168,25846,961,120,3,0,520,67,1,0,24365,3850,141,0,.081441611,.11557595,.086994343,,-.11219451,-.14043973,-.08421053,,4037,145,0,.029725043,.020689655,,.016596483,.0068965517,,.94269907,.95367849,.97241378,,.046321526,.027586207,,9,matched (3)
DOMESTIC CLEANER HOURLY RATE,.057252396,.047795527,.0094568692,62600,2992,153,31,19,592,12,10,6,59016,4950,1066,667,.076018728,.091869868,.08141271,.087117478,-.080492713,-.09632194,-.12152984,-.087076768,5115,1107,692,.029912023,.028003613,.027456647,.0023460411,.0090334238,.00867052,.94274759,.96774191,.96296299,.96387285,.032258064,.037037037,.036127165,5,matched (3)
DOG KENNEL FEES DAILY CHARGE,.057230599,.051418711,.0058118878,39402,2026,211,35,22,229,18,7,4,37147,4564,1017,639,.072595023,.070005007,.07266137,.071222737,-.097140312,-.10626455,-.077389456,-.086536527,4793,1059,665,.044022534,.033050045,.033082705,.0037554768,.0066100094,.0060150377,.94276941,.95222199,.96033996,.96090227,.04777801,.039660055,.039097741,9,matched (3)
WATCH REPAIR-CLEAN AND SERVICE,.05708684,.038826741,.018260101,26013,1010,0,0,0,475,0,0,0,24528,0,0,0,.11864427,,,,-.1079049,,,,0,0,0,,,,,,,.94291317,,,,,,,12,matched (3)
DEVELOPMENT OF 50 DIGI PHOTOS,.056747094,.032171581,.024575515,2238,72,0,0,0,55,0,0,0,2111,0,0,0,.22834416,,,,-.23875965,,,,0,0,0,,,,,,,.94325292,,,,,,,9,matched (3)
RESTAURANT CUP OF COFFEE,.05672653,.042692762,.014033767,55794,2382,442,158,0,783,136,101,0,52629,11302,322,0,.084802359,.083257377,.17357768,,-.099102363,-.092376925,-.16562647,,11880,581,0,.037205387,.27194491,,.011447811,.17383821,,.94327348,.95134681,.55421686,,.0486532,.44578314,,11,matched (3)
SILVER CHARM,.056366291,.029490454,.026875837,16446,485,0,0,0,442,0,0,0,15519,0,0,0,.22427496,,,,-.20598586,,,,0,0,0,,,,,,,.94363374,,,,,,,12,matched (3)
RESTAURNT-SWEET COURSE-EVENING,.056255162,.042935051,.013320113,30255,1299,0,0,0,403,0,0,0,28553,0,0,0,.09392862,,,,-.10417842,,,,0,0,0,,,,,,,.94374484,,,,,,,11,matched (3)
HOME CARE ASSISTANT HRLY RATE,.056094293,.048272166,.0078221271,18665,901,157,27,20,146,8,0,0,17618,3457,604,373,.065925054,.10477732,.077712186,.072672665,-.064725138,-.071989663,,,3622,631,393,.043346219,.042789225,.050890584,.0022087244,0,0,.94390571,.95444506,.95721078,.94910944,.045554943,.042789225,.050890584,12,matched (3)
SPECTACLE FRAMES,.05591201,.031164071,.024747938,5455,170,0,0,0,135,0,0,0,5150,0,0,0,.17604859,,,,-.13423063,,,,0,0,0,,,,,,,.94408798,,,,,,,6,matched (3)
H K LIVER PER KG STATE TYPE,.055369988,.034558069,.020811921,7784,269,209,42,19,162,104,27,15,7353,4212,721,456,.20957407,.18469827,.17617595,.086648606,-.21262498,-.22002991,-.16031565,-.22972219,4525,790,490,.046187844,.053164557,.038775511,.022983426,.034177214,.030612245,.94463003,.93082875,.91265821,.93061227,.069171272,.087341771,.069387756,1,matched (3)
BURGER IN BUN-EAT IN,.054156721,.042640723,.011515997,66603,2840,311,0,0,767,58,0,0,62996,6124,0,0,.074653313,.059988413,,,-.11271503,-.095289335,,,6493,0,0,.047897737,,,.0089326967,,,.94584328,.94316959,,,.056830436,,,11,matched (3)
CAR REPAIRS LOCAL GARAGE,.054150838,.041224509,.012926329,22899,944,88,11,5,296,22,3,2,21659,3375,526,323,.099609345,.12781928,.18133904,.15897438,-.11142164,-.13024177,-.20987654,-.25925925,3485,540,330,.025251076,.02037037,.015151516,.0063127689,.0055555557,.0060606059,.94584918,.96843618,.97407407,.9787879,.031563845,.025925925,.021212121,7,matched (3)
DRIVING LESSON 1 HOUR,.054060735,.04801691,.0060438272,80909,3885,323,67,26,489,21,7,3,76535,7280,1577,1002,.060958393,.060482483,.064668357,.062419046,-.070768543,-.063413493,-.064647734,-.074285716,7624,1651,1031,.04236621,.040581465,.025218235,.0027544596,.0042398544,.0029097963,.94593924,.95487934,.95517868,.97187197,.045120671,.044821318,.028128032,7,matched (3)
GAS SERVICE CHARGE LOCAL,.053881276,.042661447,.01121983,38325,1635,0,0,0,430,0,0,0,36260,0,0,0,.10757177,,,,-.10216831,,,,0,0,0,,,,,,,.94611871,,,,,,,4,matched (3)
GAS SERVICE CHARGE LOCAL,.053881276,.042661447,.01121983,38325,1635,0,0,0,430,0,0,0,36260,0,0,0,.10757177,,,,-.10216831,,,,0,0,0,,,,,,,.94611871,,,,,,,5,matched (3)
GAS SERVICE CHARGE LOCAL,.053881276,.042661447,.01121983,38325,1635,0,0,0,430,0,0,0,36260,0,0,0,.10757177,,,,-.10216831,,,,0,0,0,,,,,,,.94611871,,,,,,,4,matched (3)
HOME REMOVAL- 1 VAN,.053767476,.036361076,.0174064,21314,775,90,14,6,371,34,7,4,20168,3699,433,171,.10787629,.11456896,.14408413,.10555556,-.11234154,-.10707337,-.12463039,-.13491735,3823,454,181,.023541721,.030837005,.033149172,.0088935392,.015418503,.022099448,.9462325,.96756476,.95374447,.94475138,.032435261,.046255507,.055248618,7,matched (3)
ELECTRIC PLUG-13 AMP-FUSED,.053763926,.033827972,.019935952,22171,750,0,0,0,442,0,0,0,20979,0,0,0,.1558093,,,,-.1436644,,,,0,0,0,,,,,,,.94623607,,,,,,,5,matched (3)
GREETINGS CARD; STATE CODE,.053376131,.0334641,.019912031,50472,1689,181,81,46,1005,119,76,39,47778,9038,784,335,.10978126,.13397054,.2514323,.2727001,-.13695799,-.17439908,-.19996701,-.20440894,9338,941,420,.019383166,.086078636,.10952381,.012743629,.080765143,.092857145,.94662386,.96787322,.83315623,.79761904,.032126796,.16684377,.20238096,9,matched (3)
TEA -TAKE-AWAY,.053339601,.043238226,.010101375,82959,3587,284,60,14,838,54,64,6,78534,7332,499,160,.10590687,.092496559,.13389657,.11175615,-.12538193,-.1166893,-.13860862,-.16055056,7670,623,180,.037027378,.096308187,.077777781,.0070404173,.10272873,.033333335,.9466604,.9559322,.8009631,.8888889,.044067796,.19903693,.11111112,11,matched (3)
"DECORATIVE PLANT POT 10-20""",.0531464,.020215195,.032931205,3067,62,0,0,0,101,0,0,0,2904,0,0,0,.24836779,,,,-.25597891,,,,0,0,0,,,,,,,.94685358,,,,,,,9,matched (3)
PLUMBER-REPLACE 2 PILLAR TAPS,.052705716,.044136636,.0085690813,17038,752,0,0,0,146,0,0,0,16140,0,0,0,.1187604,,,,-.12564516,,,,0,0,0,,,,,,,.94729429,,,,,,,4,matched (3)
FLORIST - DELIVERY COST,.05223383,.046121359,.0061124694,8998,415,0,0,0,55,0,0,0,8528,0,0,0,.15766223,,,,-.14201568,,,,0,0,0,,,,,,,.94776618,,,,,,,12,matched (3)
ELECTRICIAN-ADD 13 AMP SOCKET,.051978461,.043608055,.0083704051,17084,745,0,0,0,143,0,0,0,16196,0,0,0,.096915878,,,,-.12031654,,,,0,0,0,,,,,,,.94802153,,,,,,,4,matched (3)
FLOWER DELIVERY 2,.051733624,.043111354,.008622271,5451,235,0,0,0,47,0,0,0,5169,0,0,0,.14153409,,,,-.11955461,,,,0,0,0,,,,,,,.94826639,,,,,,,12,matched (3)
FLOWER DELIVERY 2,.051733624,.043111354,.008622271,5451,235,0,0,0,47,0,0,0,5169,0,0,0,.14153409,,,,-.11955461,,,,0,0,0,,,,,,,.94826639,,,,,,,8,matched (3)
CONTACT LENS SOLUTION- SALINE,.050676256,.030474234,.02020202,5841,178,0,0,0,118,0,0,0,5545,0,0,0,.12159684,,,,-.14082254,,,,0,0,0,,,,,,,.94932377,,,,,,,6,matched (3)
MEN'S CLOTHING HIRE- SEE HELP,.050515942,.036500849,.014015093,6493,237,104,10,0,91,42,9,0,6165,3094,121,0,.079769962,.090351976,.061561402,,-.088595673,-.090081438,-.052761849,,3240,140,0,.032098766,.071428575,,.012962963,.064285718,,.94948405,.95493829,.86428571,,.04506173,.13571429,,3,matched (3)
POTATO CRISPS-INDIVIDUAL PACK,.050265878,.041613493,.0086523853,131640,5478,166,142,0,1139,36,63,0,125023,9432,278,0,.10854207,.10609751,.1786444,,-.10879397,-.11520751,-.15328282,,9634,483,0,.017230641,.29399586,,.0037367656,.13043478,,.94973415,.97903258,.57556933,,.020967407,.42443064,,11,matched (3)
SHEET OF WRAPPING PAPER,.049412094,.029591814,.019820279,43289,1281,148,29,11,858,71,26,10,41150,9246,1041,520,.24310128,.31685483,.21633928,.23357141,-.22183993,-.2545864,-.28336239,-.30912697,9465,1096,541,.015636556,.026459854,.020332716,.0075013204,.023722628,.018484289,.95058793,.97686213,.94981754,.96118301,.023137877,.050182484,.038817003,9,matched (3)
BASIC WILL FOR A SINGLE PERSON,.049323291,.038553182,.01077011,20984,809,59,11,5,226,6,3,1,19949,2811,249,102,.19470102,.23119572,.21189713,.21902853,-.12986085,-.12180953,-.15665665,-.22222222,2876,263,108,.020514604,.041825093,.046296295,.0020862308,.011406844,.0092592593,.95067668,.97739917,.94676805,.94444442,.022600835,.05323194,.055555552,12,matched (3)
HOURLY RATE FOR SOLICITOR,.048883192,.037837178,.011046015,16386,620,42,6,1,181,6,2,2,15585,2886,247,102,.099983834,.11055378,.098507121,.11111111,-.098107554,-.14811467,-.10984848,-.10984848,2934,255,105,.014314928,.023529412,.0095238099,.0020449897,.0078431377,.01904762,.9511168,.98364007,.96862745,.97142857,.016359918,.031372551,.028571431,12,matched (3)
REFILLABLE CIGARETTE LIGHTER,.048206277,.026701998,.021504281,9812,262,0,0,0,211,0,0,0,9339,0,0,0,.12040281,,,,-.14052005,,,,0,0,0,,,,,,,.95179373,,,,,,,12,matched (3)
PLAYGROUP FEES - PER SESSION,.047646865,.044652961,.0029939027,27389,1223,145,4,3,82,7,0,0,26084,4741,220,86,.10079453,.098960586,.077380955,.071428575,-.10910399,-.21667701,,,4893,224,89,.029634172,.017857144,.033707865,.0014306152,0,0,.95235312,.96893519,.98214287,.96629214,.031064788,.017857144,.033707865,12,matched (3)
"CAR MOT TEST FEE, VAT EXEMPT",.047614884,.037051607,.010563278,68634,2543,144,17,10,725,109,16,12,65366,10724,2253,1398,.10899571,.12616792,.22573929,.15461084,-.12981503,-.12547567,-.11413199,-.12388723,10977,2286,1420,.013118339,.0074365702,.0070422534,.0099298535,.0069991252,.0084507046,.95238513,.97695184,.98556429,.98450702,.023048192,.014435695,.015492958,7,matched (3)
CHILD-MINDER WEEKLY RATE/CHILD,.047382753,.040544629,.0068381242,16525,670,0,0,0,113,0,0,0,15742,0,0,0,.097595781,,,,-.098701209,,,,0,0,0,,,,,,,.95261723,,,,,,,12,matched (3)
CHILD-MINDER WEEKLY RATE/CHILD,.047382753,.040544629,.0068381242,16525,670,0,0,0,113,0,0,0,15742,0,0,0,.097595781,,,,-.098701209,,,,0,0,0,,,,,,,.95261723,,,,,,,12,matched (3)
E-CIG REFILL BOTTL/CART 2-10ML,.046698704,.02350606,.023192646,9572,225,150,32,14,222,168,34,15,9125,6618,1141,652,.25859547,.2213589,.31898934,.36745045,-.18426754,-.15812917,-.15674424,-.14800596,6936,1207,681,.021626297,.026512014,.020558003,.024221454,.028169014,.022026431,.95330131,.95415223,.945319,.95741558,.045847751,.054681025,.042584434,2,matched (3)
PASTY/SAVOURY PIE - TAKEAWAY,.046199702,.04126304,.0049366616,32208,1329,48,0,0,159,5,0,0,30720,1357,0,0,.073367842,.067245096,,,-.099502861,-.15267675,,,1410,0,0,.034042552,,,.0035460992,,,.95380032,.96241134,,,.037588652,,,11,matched (3)
KEBAB- TAKEAWAY,.046067525,.038830619,.0072369049,31367,1218,204,68,45,227,25,51,20,29922,3810,561,319,.083413273,.087125622,.13403498,.10477235,-.090269208,-.094502591,-.1120212,-.11613867,4039,680,384,.050507553,.1,.1171875,.0061896509,.075000003,.052083332,.95393246,.94330281,.82499999,.83072919,.056697205,.17500001,.16927083,11,matched (3)
INDIAN TAKEAWAY,.045452602,.032441687,.013010914,23365,758,140,92,58,304,39,67,29,22303,3879,560,335,.08229395,.085822061,.10701693,.095222414,-.093321569,-.095559292,-.10291259,-.094957881,4058,719,422,.034499753,.1279555,.13744076,.0096106455,.093184978,.068720378,.95454741,.95588958,.77885956,.79383886,.044110399,.22114047,.20616114,11,matched (3)
ELECTRICIAN-DAYTIME RATE/HOUR,.045345698,.035889145,.0094565535,65563,2353,40,6,3,620,12,1,1,62590,6204,528,209,.10280895,.13547863,.10305553,.094583318,-.1241952,-.16894093,-.32075471,-.32075471,6256,535,213,.006393862,.011214953,.014084507,.0019181586,.0018691589,.0046948357,.95465428,.99168795,.98691589,.98122066,.0083120205,.013084112,.018779343,4,matched (3)
CATERING-50 SET MENU PER HEAD,.045037147,.03585441,.0091827363,23958,859,59,0,0,220,15,0,0,22879,3545,0,0,.10355589,.10684816,,,-.1094971,-.095392004,,,3619,0,0,.016302846,,,.0041447915,,,.95496285,.97955239,,,.020447638,,,11,matched (3)
DECODER FOR DIGITAL TV,.044812985,.0088214539,.035991531,2834,25,0,0,0,102,0,0,0,2707,0,0,0,5817.3218,,,,-.74900097,,,,0,0,0,,,,,,,.95518702,,,,,,,9,matched (3)
CHOCOLATE 13CHOCOLATE 13CHOCOLATE 13,.044561934,.029456193,.01510574,2648,78,54,12,1,40,39,18,12,2530,2280,486,263,.15089627,.1533,.39428911,1.2,-.1736515,-.15854983,-.13815403,-.17691121,2373,516,276,.022756005,.023255814,.0036231885,.016434893,.034883723,.043478262,.95543808,.96080911,.94186044,.95289856,.039190896,.058139537,.047101449,1,matched (3)
MINICAB FARE FOR 2 MILES,.044490743,.034996573,.0094941715,37918,1327,106,30,11,360,44,6,5,36231,4449,946,593,.1241026,.12544647,.2582615,.36322656,-.12758508,-.15172897,-.18189907,-.15919876,4599,982,609,.023048488,.030549899,.018062398,.0095672971,.0061099795,.0082101803,.95550925,.96738422,.9633401,.97372741,.032615785,.036659878,.026272578,7,matched (3)
PRIVATE DENTAL EXAMINATION,.043232504,.036826421,.0064060842,29191,1075,160,0,0,187,24,0,0,27929,5190,161,0,.1030791,.09753155,,,-.13965285,-.12663102,,,5374,161,0,.02977298,0,,.0044659469,0,,.9567675,.96576107,1,,.034238927,0,,6,matched (3)
DUMBELLS,.042317711,.017903646,.024414063,3072,55,0,0,0,75,0,0,0,2942,0,0,0,.41901869,,,,-.27217165,,,,0,0,0,,,,,,,.95768231,,,,,,,9,matched (3)
DAILY DISPOSABLE CONTACT LENSE,.042280465,.016644347,.02563612,10454,174,0,0,0,268,0,0,0,10012,0,0,0,.12817426,,,,-.13880093,,,,0,0,0,,,,,,,.9577195,,,,,,,6,matched (3)
"SEEDS,PKT,SPEC VAR(SEASONAL)",.042051282,.025641026,.016410256,975,25,15,24,12,16,13,51,21,934,737,300,204,.3593784,.30702558,.49846262,.6319406,-.23901917,-.23736097,-.28343868,-.25735295,765,375,237,.019607844,.064000003,.050632913,.016993465,.13600001,.088607594,.95794874,.96339869,.80000001,.8607595,.036601309,.20000002,.1392405,9,matched (3)
VEGETABLE STIR FRY FRESH PACK,.041710116,.02586027,.015849844,14385,372,159,24,22,228,80,24,0,13785,6679,1667,1045,.1858246,.14707887,.28427318,.50187969,-.20113288,-.18322764,-.26666668,,6918,1715,1067,.022983521,.013994169,.020618556,.011564036,.013994169,0,.95828986,.96545243,.97201169,.97938144,.034547556,.027988339,.020618556,1,matched (3)
DAILY FILM DVD RENTAL,.041676305,.028748265,.012928043,34576,994,0,0,0,447,0,0,0,33135,0,0,0,.17023671,,,,-.18652152,,,,0,0,0,,,,,,,.95832372,,,,,,,9,matched (3)
LAUNDRETTE CHARGE 1 LOAD WASH,.041367441,.034957565,.006409876,33698,1178,0,0,0,216,0,0,0,32304,0,0,0,.13771848,,,,-.14413956,,,,0,0,0,,,,,,,.95863259,,,,,,,3,matched (3)
CAR-PARK CHARGES FOR 2 HOURS,.041329205,.036177941,.0051512625,33584,1215,0,0,0,173,0,0,0,32196,0,0,0,.20253538,,,,-.22710508,,,,0,0,0,,,,,,,.95867079,,,,,,,7,matched (3)
PLUMBER-DAYTIME HOURLY RATE,.041202094,.032033842,.0091682523,63589,2037,42,3,1,583,7,2,1,60969,5811,477,193,.1280084,.12917495,.12676768,.030303031,-.12799874,-.13744102,-.076704562,-.090909094,5860,482,195,.0071672355,.0062240665,.0051282053,.0011945392,.0041493778,.0051282053,.95879793,.99163824,.98962653,.98974359,.0083617745,.010373444,.010256411,4,matched (3)
LEISURE-CENTRE SPECTRS ADMSSN,.041170098,.035271458,.0058986396,8307,293,0,0,0,49,0,0,0,7965,0,0,0,.32338417,,,,-.23277973,,,,0,0,0,,,,,,,.95882988,,,,,,,9,matched (3)
WEEKLY NANNY FEES,.041144505,.033492293,.0076522124,9017,302,30,0,0,69,2,0,0,8646,1513,40,22,.096591949,.10843166,,,-.095057696,-.15614974,,,1545,40,22,.019417476,0,0,.0012944983,0,0,.95885551,.97928804,1,1,.020711973,0,0,5,matched (3)
