WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,Value
668,LBR,PCPI,Liberia,"Inflation, average consumer prices",Index,,856.247
668,LBR,PCPIPCH,Liberia,"Inflation, average consumer prices",Percent change,,16.953
668,LBR,PCPIE,Liberia,"Inflation, end of period consumer prices",Index,,878.53
668,LBR,PCPIEPCH,Liberia,"Inflation, end of period consumer prices",Percent change,,13.122
668,LBR,TM_RPCH,Liberia,Volume of imports of goods and services,Percent change,,-4.91
668,LBR,TMG_RPCH,Liberia,Volume of Imports of goods,Percent change,,4.774
668,LBR,TX_RPCH,Liberia,Volume of exports of goods and services,Percent change,,-5.367
668,LBR,TXG_RPCH,Liberia,Volume of exports of goods,Percent change,,10.465
668,LBR,LUR,Liberia,Unemployment rate,Percent of total labor force,,
668,LBR,LE,Liberia,Employment,Persons,Millions,
668,LBR,LP,Liberia,Population,Persons,Millions,4.694
668,LBR,GGR,Liberia,General government revenue,National currency,Billions,0.95
668,LBR,GGR_NGDP,Liberia,General government revenue,Percent of GDP,,31.266
668,LBR,GGX,Liberia,General government total expenditure,National currency,Billions,1.066
668,LBR,GGX_NGDP,Liberia,General government total expenditure,Percent of GDP,,35.109
668,LBR,GGXCNL,Liberia,General government net lending/borrowing,National currency,Billions,-0.117
668,LBR,GGXCNL_NGDP,Liberia,General government net lending/borrowing,Percent of GDP,,-3.842
668,LBR,GGSB,Liberia,General government structural balance,National currency,Billions,
668,LBR,GGSB_NPGDP,Liberia,General government structural balance,Percent of potential GDP,,
668,LBR,GGXONLB,Liberia,General government primary net lending/borrowing,National currency,Billions,-0.078
668,LBR,GGXONLB_NGDP,Liberia,General government primary net lending/borrowing,Percent of GDP,,-2.557
668,LBR,GGXWDN,Liberia,General government net debt,National currency,Billions,1.604
668,LBR,GGXWDN_NGDP,Liberia,General government net debt,Percent of GDP,,52.818
668,LBR,GGXWDG,Liberia,General government gross debt,National currency,Billions,1.771
668,LBR,GGXWDG_NGDP,Liberia,General government gross debt,Percent of GDP,,58.323
668,LBR,NGDP_FY,Liberia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,3.037
668,LBR,BCA,Liberia,Current account balance,U.S. dollars,Billions,-0.496
668,LBR,BCA_NGDPD,Liberia,Current account balance,Percent of GDP,,-16.332
672,LBY,NGDP_R,Libya,"Gross domestic product, constant prices",National currency,Billions,11.031
672,LBY,NGDP_RPCH,Libya,"Gross domestic product, constant prices",Percent change,,-59.719
672,LBY,NGDP,Libya,"Gross domestic product, current prices",National currency,Billions,26.614
672,LBY,NGDPD,Libya,"Gross domestic product, current prices",U.S. dollars,Billions,19.21
672,LBY,PPPGDP,Libya,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,39.147
672,LBY,NGDP_D,Libya,"Gross domestic product, deflator",Index,,241.26
672,LBY,NGDPRPC,Libya,"Gross domestic product per capita, constant prices",National currency,Units,"1,660.40"
672,LBY,NGDPRPPPPC,Libya,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"5,586.42"
672,LBY,NGDPPC,Libya,"Gross domestic product per capita, current prices",National currency,Units,"4,005.88"
672,LBY,NGDPDPC,Libya,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,891.46"
672,LBY,PPPPC,Libya,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"5,892.36"
672,LBY,NGAP_NPGDP,Libya,Output gap in percent of potential GDP,Percent of potential GDP,,
672,LBY,PPPSH,Libya,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.03
672,LBY,PPPEX,Libya,Implied PPP conversion rate,National currency per current international dollar,,0.68
672,LBY,NID_NGDP,Libya,Total investment,Percent of GDP,,412.556
672,LBY,NGSD_NGDP,Libya,Gross national savings,Percent of GDP,,
672,LBY,PCPI,Libya,"Inflation, average consumer prices",Index,,311.372
672,LBY,PCPIPCH,Libya,"Inflation, average consumer prices",Percent change,,2.817
672,LBY,PCPIE,Libya,"Inflation, end of period consumer prices",Index,,334.274
672,LBY,PCPIEPCH,Libya,"Inflation, end of period consumer prices",Percent change,,2.817
672,LBY,TM_RPCH,Libya,Volume of imports of goods and services,Percent change,,-42.085
672,LBY,TMG_RPCH,Libya,Volume of Imports of goods,Percent change,,-53.684
672,LBY,TX_RPCH,Libya,Volume of exports of goods and services,Percent change,,-66.175
672,LBY,TXG_RPCH,Libya,Volume of exports of goods,Percent change,,-66.508
672,LBY,LUR,Libya,Unemployment rate,Percent of total labor force,,
672,LBY,LE,Libya,Employment,Persons,Millions,
672,LBY,LP,Libya,Population,Persons,Millions,6.644
672,LBY,GGR,Libya,General government revenue,National currency,Billions,22.818
672,LBY,GGR_NGDP,Libya,General government revenue,Percent of GDP,,85.738
672,LBY,GGX,Libya,General government total expenditure,National currency,Billions,37.31
672,LBY,GGX_NGDP,Libya,General government total expenditure,Percent of GDP,,140.191
672,LBY,GGXCNL,Libya,General government net lending/borrowing,National currency,Billions,-14.492
672,LBY,GGXCNL_NGDP,Libya,General government net lending/borrowing,Percent of GDP,,-54.453
672,LBY,GGSB,Libya,General government structural balance,National currency,Billions,
672,LBY,GGSB_NPGDP,Libya,General government structural balance,Percent of potential GDP,,
672,LBY,GGXONLB,Libya,General government primary net lending/borrowing,National currency,Billions,-14.492
672,LBY,GGXONLB_NGDP,Libya,General government primary net lending/borrowing,Percent of GDP,,-54.453
672,LBY,GGXWDN,Libya,General government net debt,National currency,Billions,
672,LBY,GGXWDN_NGDP,Libya,General government net debt,Percent of GDP,,
672,LBY,GGXWDG,Libya,General government gross debt,National currency,Billions,
672,LBY,GGXWDG_NGDP,Libya,General government gross debt,Percent of GDP,,
672,LBY,NGDP_FY,Libya,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,26.614
672,LBY,BCA,Libya,Current account balance,U.S. dollars,Billions,-3.98
672,LBY,BCA_NGDPD,Libya,Current account balance,Percent of GDP,,-20.719
946,LTU,NGDP_R,Lithuania,"Gross domestic product, constant prices",National currency,Billions,43.362
946,LTU,NGDP_RPCH,Lithuania,"Gross domestic product, constant prices",Percent change,,-0.132
946,LTU,NGDP,Lithuania,"Gross domestic product, current prices",National currency,Billions,49.507
946,LTU,NGDPD,Lithuania,"Gross domestic product, current prices",U.S. dollars,Billions,56.502
946,LTU,PPPGDP,Lithuania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,109.599
946,LTU,NGDP_D,Lithuania,"Gross domestic product, deflator",Index,,114.172
946,LTU,NGDPRPC,Lithuania,"Gross domestic product per capita, constant prices",National currency,Units,"15,514.77"
946,LTU,NGDPRPPPPC,Lithuania,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"37,178.19"
946,LTU,NGDPPC,Lithuania,"Gross domestic product per capita, current prices",National currency,Units,"17,713.47"
946,LTU,NGDPDPC,Lithuania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"20,216.06"
946,LTU,PPPPC,Lithuania,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"39,214.23"
946,LTU,NGAP_NPGDP,Lithuania,Output gap in percent of potential GDP,Percent of potential GDP,,
946,LTU,PPPSH,Lithuania,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.083
946,LTU,PPPEX,Lithuania,Implied PPP conversion rate,National currency per current international dollar,,0.452
946,LTU,NID_NGDP,Lithuania,Total investment,Percent of GDP,,13.47
946,LTU,NGSD_NGDP,Lithuania,Gross national savings,Percent of GDP,,20.809
946,LTU,PCPI,Lithuania,"Inflation, average consumer prices",Index,,110.628
946,LTU,PCPIPCH,Lithuania,"Inflation, average consumer prices",Percent change,,1.062
946,LTU,PCPIE,Lithuania,"Inflation, end of period consumer prices",Index,,110.54
946,LTU,PCPIEPCH,Lithuania,"Inflation, end of period consumer prices",Percent change,,-0.072
946,LTU,TM_RPCH,Lithuania,Volume of imports of goods and services,Percent change,,-4.38
946,LTU,TMG_RPCH,Lithuania,Volume of Imports of goods,Percent change,,
946,LTU,TX_RPCH,Lithuania,Volume of exports of goods and services,Percent change,,0.434
946,LTU,TXG_RPCH,Lithuania,Volume of exports of goods,Percent change,,
946,LTU,LUR,Lithuania,Unemployment rate,Percent of total labor force,,8.488
946,LTU,LE,Lithuania,Employment,Persons,Millions,1.358
946,LTU,LP,Lithuania,Population,Persons,Millions,2.795
946,LTU,GGR,Lithuania,General government revenue,National currency,Billions,17.282
946,LTU,GGR_NGDP,Lithuania,General government revenue,Percent of GDP,,34.907
946,LTU,GGX,Lithuania,General government total expenditure,National currency,Billions,20.88
946,LTU,GGX_NGDP,Lithuania,General government total expenditure,Percent of GDP,,42.175
946,LTU,GGXCNL,Lithuania,General government net lending/borrowing,National currency,Billions,-3.598
946,LTU,GGXCNL_NGDP,Lithuania,General government net lending/borrowing,Percent of GDP,,-7.268
946,LTU,GGSB,Lithuania,General government structural balance,National currency,Billions,-3.145
946,LTU,GGSB_NPGDP,Lithuania,General government structural balance,Percent of potential GDP,,-6.325
946,LTU,GGXONLB,Lithuania,General government primary net lending/borrowing,National currency,Billions,-3.305
946,LTU,GGXONLB_NGDP,Lithuania,General government primary net lending/borrowing,Percent of GDP,,-6.677
946,LTU,GGXWDN,Lithuania,General government net debt,National currency,Billions,20.358
946,LTU,GGXWDN_NGDP,Lithuania,General government net debt,Percent of GDP,,41.122
946,LTU,GGXWDG,Lithuania,General government gross debt,National currency,Billions,23.061
946,LTU,GGXWDG_NGDP,Lithuania,General government gross debt,Percent of GDP,,46.58
946,LTU,NGDP_FY,Lithuania,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,49.507
946,LTU,BCA,Lithuania,Current account balance,U.S. dollars,Billions,4.146
946,LTU,BCA_NGDPD,Lithuania,Current account balance,Percent of GDP,,7.338
137,LUX,NGDP_R,Luxembourg,"Gross domestic product, constant prices",National currency,Billions,59.592
137,LUX,NGDP_RPCH,Luxembourg,"Gross domestic product, constant prices",Percent change,,-1.777
137,LUX,NGDP,Luxembourg,"Gross domestic product, current prices",National currency,Billions,64.221
137,LUX,NGDPD,Luxembourg,"Gross domestic product, current prices",U.S. dollars,Billions,73.294
137,LUX,PPPGDP,Luxembourg,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,75.187
137,LUX,NGDP_D,Luxembourg,"Gross domestic product, deflator",Index,,107.769
137,LUX,NGDPRPC,Luxembourg,"Gross domestic product per capita, constant prices",National currency,Units,"95,177.83"
137,LUX,NGDPRPPPPC,Luxembourg,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"113,850.82"
137,LUX,NGDPPC,Luxembourg,"Gross domestic product per capita, current prices",National currency,Units,"102,571.92"
137,LUX,NGDPDPC,Luxembourg,"Gross domestic product per capita, current prices",U.S. dollars,Units,"117,063.47"
137,LUX,PPPPC,Luxembourg,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"120,085.79"
137,LUX,NGAP_NPGDP,Luxembourg,Output gap in percent of potential GDP,Percent of potential GDP,,-3.006
137,LUX,PPPSH,Luxembourg,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.057
137,LUX,PPPEX,Luxembourg,Implied PPP conversion rate,National currency per current international dollar,,0.854
137,LUX,NID_NGDP,Luxembourg,Total investment,Percent of GDP,,17.9
137,LUX,NGSD_NGDP,Luxembourg,Gross national savings,Percent of GDP,,22.18
137,LUX,PCPI,Luxembourg,"Inflation, average consumer prices",Index,,105.938
137,LUX,PCPIPCH,Luxembourg,"Inflation, average consumer prices",Percent change,,0.005
137,LUX,PCPIE,Luxembourg,"Inflation, end of period consumer prices",Index,,106.36
137,LUX,PCPIEPCH,Luxembourg,"Inflation, end of period consumer prices",Percent change,,-0.347
137,LUX,TM_RPCH,Luxembourg,Volume of imports of goods and services,Percent change,,1.586
137,LUX,TMG_RPCH,Luxembourg,Volume of Imports of goods,Percent change,,-6.929
137,LUX,TX_RPCH,Luxembourg,Volume of exports of goods and services,Percent change,,1.253
137,LUX,TXG_RPCH,Luxembourg,Volume of exports of goods,Percent change,,-6.725
137,LUX,LUR,Luxembourg,Unemployment rate,Percent of total labor force,,6.355
137,LUX,LE,Luxembourg,Employment,Persons,Millions,0.472
137,LUX,LP,Luxembourg,Population,Persons,Millions,0.626
137,LUX,GGR,Luxembourg,General government revenue,National currency,Billions,28.203
137,LUX,GGR_NGDP,Luxembourg,General government revenue,Percent of GDP,,43.915
137,LUX,GGX,Luxembourg,General government total expenditure,National currency,Billions,30.654
137,LUX,GGX_NGDP,Luxembourg,General government total expenditure,Percent of GDP,,47.732
137,LUX,GGXCNL,Luxembourg,General government net lending/borrowing,National currency,Billions,-2.451
137,LUX,GGXCNL_NGDP,Luxembourg,General government net lending/borrowing,Percent of GDP,,-3.817
137,LUX,GGSB,Luxembourg,General government structural balance,National currency,Billions,-1.534
137,LUX,GGSB_NPGDP,Luxembourg,General government structural balance,Percent of potential GDP,,-2.319
137,LUX,GGXONLB,Luxembourg,General government primary net lending/borrowing,National currency,Billions,-2.602
137,LUX,GGXONLB_NGDP,Luxembourg,General government primary net lending/borrowing,Percent of GDP,,-4.052
137,LUX,GGXWDN,Luxembourg,General government net debt,National currency,Billions,-3.437
137,LUX,GGXWDN_NGDP,Luxembourg,General government net debt,Percent of GDP,,-5.352
137,LUX,GGXWDG,Luxembourg,General government gross debt,National currency,Billions,15.895
137,LUX,GGXWDG_NGDP,Luxembourg,General government gross debt,Percent of GDP,,24.751
137,LUX,NGDP_FY,Luxembourg,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,64.221
137,LUX,BCA,Luxembourg,Current account balance,U.S. dollars,Billions,3.137
137,LUX,BCA_NGDPD,Luxembourg,Current account balance,Percent of GDP,,4.281
546,MAC,NGDP_R,Macao SAR,"Gross domestic product, constant prices",National currency,Billions,204.894
546,MAC,NGDP_RPCH,Macao SAR,"Gross domestic product, constant prices",Percent change,,-54.011
546,MAC,NGDP,Macao SAR,"Gross domestic product, current prices",National currency,Billions,204.409
546,MAC,NGDPD,Macao SAR,"Gross domestic product, current prices",U.S. dollars,Billions,25.586
546,MAC,PPPGDP,Macao SAR,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,39.539
546,MAC,NGDP_D,Macao SAR,"Gross domestic product, deflator",Index,,99.763
546,MAC,NGDPRPC,Macao SAR,"Gross domestic product per capita, constant prices",National currency,Units,"299,947.30"
546,MAC,NGDPRPPPPC,Macao SAR,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"54,876.36"
546,MAC,NGDPPC,Macao SAR,"Gross domestic product per capita, current prices",National currency,Units,"299,237.30"
546,MAC,NGDPDPC,Macao SAR,"Gross domestic product per capita, current prices",U.S. dollars,Units,"37,455.87"
546,MAC,PPPPC,Macao SAR,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"57,881.63"
546,MAC,NGAP_NPGDP,Macao SAR,Output gap in percent of potential GDP,Percent of potential GDP,,
546,MAC,PPPSH,Macao SAR,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.03
546,MAC,PPPEX,Macao SAR,Implied PPP conversion rate,National currency per current international dollar,,5.17
546,MAC,NID_NGDP,Macao SAR,Total investment,Percent of GDP,,25.564
546,MAC,NGSD_NGDP,Macao SAR,Gross national savings,Percent of GDP,,
546,MAC,PCPI,Macao SAR,"Inflation, average consumer prices",Index,,151.039
546,MAC,PCPIPCH,Macao SAR,"Inflation, average consumer prices",Percent change,,0.811
546,MAC,PCPIE,Macao SAR,"Inflation, end of period consumer prices",Index,,150.224
546,MAC,PCPIEPCH,Macao SAR,"Inflation, end of period consumer prices",Percent change,,-0.865
546,MAC,TM_RPCH,Macao SAR,Volume of imports of goods and services,Percent change,,
546,MAC,TMG_RPCH,Macao SAR,Volume of Imports of goods,Percent change,,
546,MAC,TX_RPCH,Macao SAR,Volume of exports of goods and services,Percent change,,
546,MAC,TXG_RPCH,Macao SAR,Volume of exports of goods,Percent change,,
