Title,CDID,CPIH division weights
CPIH INDEX: Audio-visual goods (G) 2015=100,L5K8,
CPIH INDEX: Clothing & footwear goods (G) 2015=100,L5JN,
CPIH INDEX: Durables (G) 2015=100,L5KK,
"CPIH INDEX: Education, health and social protection (SP) 2015=100",L5KQ,
"CPIH INDEX: Electricity, gas & misc. energy (G) 2015=100",L5JK,
CPIH INDEX: Energy (G) 2015=100,L5JJ,
CPIH INDEX: Energy and seasonal food (SP) 2015=100,L5KP,
CPIH INDEX: Energy and unprocessed food (SP) 2015=100,L5KO,
"CPIH INDEX: Energy, food, alcohol and tobacco (SP) 2015=100",L5KN,
CPIH INDEX: Excl council tax 2015=100,CRQQ,
"CPIH INDEX: Excl education, health & social protection (SP) 2015=100",L5KI,
"CPIH INDEX: Excl housing, water, elec., gas & other fuels (SP) 2015=100",L5KH,
"CPIH INDEX: Excl liquid fuels, vehicle fuels & lubricants (SP) 2015=100",L5KE,
CPIH INDEX: Excl owner occupiers' housing costs 2015=100,CRQO,
CPIH INDEX: Excl owner occupiers' housing costs and council tax 2015=100,CRQP,
CPIH INDEX: Excluding alcohol & tobacco (SP) 2015=100,L5KG,
CPIH INDEX: Excluding energy & seasonal food (SP) 2015=100,L5KD,
CPIH INDEX: Excluding energy & unprocessed food (SP) 2015=100,L5KF,
CPIH INDEX: Excluding energy (SP) 2015=100,L5KA,
"CPIH INDEX: Excluding Energy, food, alcoholic beverages & tobacco 2015=100",L5KB,
CPIH INDEX: Excluding seasonal food (SP) 2015=100,L5KC,
CPIH INDEX: Excluding tobacco (SP) 2015=100,L5PF,
"CPIH INDEX: Food, alcoholic beverages & tobacco (G) 2015=100",L5JE,
CPIH INDEX: Goods 2015=100,L52F,
CPIH INDEX: Household goods (G) 2015=100,L5JP,
CPIH INDEX: Housing goods (G) 2015=100,L5JO,
CPIH INDEX: Housing services (S) 2015=100,L5JV,
CPIH INDEX: Industrial goods (G) 2015=100,L5JI,
"CPIH INDEX: Liquid fuels, vehicle fuels & lubricants (G) 2015=100",L5JL,
"CPIH INDEX: Medical products, appliances & equipment (G) 2015=100",L5JR,
CPIH INDEX: Medical services (S) 2015=100,L5JY,
CPIH INDEX: Miscellaneous & other services (S) 2015=100,L5KS,
CPIH INDEX: Miscellaneous goods (G) 2015=100,L5JU,
CPIH INDEX: Miscellaneous services (S) 2015=100,L5K7,
CPIH INDEX: Non-catering recreational & personal services (S) 2015=100,L5K6,
CPIH INDEX: Non-durables (G) 2015=100,L5KM,
CPIH INDEX: Non-energy industrial goods (G) 2015=100,L5JM,
CPIH INDEX: Non-seasonal food (G) 2015=100,L5KJ,
CPIH INDEX: Other housing services (S) 2015=100,L5JX,
CPIH INDEX: Other recreational & personal services (S) 2015=100,L5K5,
CPIH INDEX: Other recreational goods (G) 2015=100,L5K9,
CPIH INDEX: Package holidays & accommodation (S) 2015=100,L5K4,
CPIH INDEX: Primary housing services (S) 2015=100,L5JW,
CPIH INDEX: Processed food & non-alcoholic beverages (G) 2015=100,L5JF,
CPIH INDEX: Recreational & personal services (S) 2015=100,L5K3,
CPIH INDEX: Recreational goods (G) 2015=100,L5JT,
CPIH INDEX: Seasonal food (G) 2015=100,L5JH,
CPIH INDEX: Semi-durables (G) 2015=100,L5KL,
CPIH INDEX: Services 2015=100,L52G,
CPIH INDEX: Services for personal transport equipment (S) 2015=100,L5K2,
CPIH INDEX: Travel & transport services (S) 2015=100,L5JZ,
CPIH INDEX: Unprocessed food (G) 2015=100,L5JG,
"CPIH INDEX: Vehicles, spare parts & accessories (G) 2015=100",L5JS,
CPIH INDEX: Water supply; materials for maintenance/repair (G) 2015=100,L5JQ,
CPIH MONTHLY 09.2.1/2/3 : MAJOR DURABLES FOR IN/OUTDOOR RECREATION/MAINTENAN,L5C2,
CPIH MONTHLY 12.5.3/5 : INSURANCE CONNECTED WITH HEALTH AND OTHER INSURANCE,L5CT,
CPIH MONTHLY RATE 00: ALL ITEMS 2015=100,L59C,
CPIH MONTHLY RATE 01 : FOOD AND NON-ALCOHOLIC BEVERAGES - est. pre-97 2015=100,L59D,
CPIH MONTHLY RATE 01.1 : FOOD 2015=100,L59R,
CPIH MONTHLY RATE 01.1.1 : BREAD & CEREALS 2015=100,L59S,
CPIH MONTHLY RATE 01.1.1.1 Rice 2015=100,J3K2,
CPIH MONTHLY RATE 01.1.1.2 Flours and other cereals 2015=100,J3K3,
CPIH MONTHLY RATE 01.1.1.3 Bread 2015=100,J3K4,
CPIH MONTHLY RATE 01.1.1.4 Other bakery products 2015=100,J3K5,
CPIH MONTHLY RATE 01.1.1.5 Pizza and quiche 2015=100,J3K6,
CPIH MONTHLY RATE 01.1.1.6 Pasta products and couscous 2015=100,J3L5,
CPIH MONTHLY RATE 01.1.1.7/8 Breakfast cereals and other cereal product 2015=100,J3MS,
CPIH MONTHLY RATE 01.1.2 : MEAT 2015=100,L59T,
CPIH MONTHLY RATE 01.1.2.1 Beef and veal 2015=100,J3NC,
CPIH MONTHLY RATE 01.1.2.2 Pork 2015=100,J3NL,
CPIH MONTHLY RATE 01.1.2.3 Lamb and goat 2015=100,J3NQ,
CPIH MONTHLY RATE 01.1.2.4 Poultry 2015=100,J3NU,
CPIH MONTHLY RATE 01.1.2.6 Edible offal 2015=100,J3NZ,
"CPIH MONTHLY RATE 01.1.2.7 Dried, salted or smoked meat 2015=100",J3O5,
CPIH MONTHLY RATE 01.1.2.8 Other meat preparations 2015=100,J3OE,
CPIH MONTHLY RATE 01.1.3 : FISH 2015=100,L59U,
CPIH MONTHLY RATE 01.1.3.1 Fresh or chilled fish 2015=100,J3OJ,
CPIH MONTHLY RATE 01.1.3.4 Frozen seafood 2015=100,J3ON,
CPIH MONTHLY RATE 01.1.3.6 Other pres/proc fish & seafood-based preps 2015=100,J3OS,
"CPIH MONTHLY RATE 01.1.4 : MILK, CHEESE & EGGS 2015=100",L59V,
CPIH MONTHLY RATE 01.1.4.1 Whole milk 2015=100,J3OW,
CPIH MONTHLY RATE 01.1.4.2 Low fat milk 2015=100,J3P7,
CPIH MONTHLY RATE 01.1.4.4 Yoghurt 2015=100,J3PP,
CPIH MONTHLY RATE 01.1.4.5 Cheese and curd 2015=100,J3SE,
CPIH MONTHLY RATE 01.1.4.6 Other milk products 2015=100,J3TM,
CPIH MONTHLY RATE 01.1.4.7 Eggs 2015=100,J3TN,
CPIH MONTHLY RATE 01.1.5 : OILS & FATS 2015=100,L59W,
CPIH MONTHLY RATE 01.1.5.1 Butter 2015=100,J3TP,
CPIH MONTHLY RATE 01.1.5.2 Margarine and other vegetable fats 2015=100,J3TQ,
CPIH MONTHLY RATE 01.1.5.3 Olive oil 2015=100,J3U6,
CPIH MONTHLY RATE 01.1.6 : FRUIT 2015=100,L59X,
CPIH MONTHLY RATE 01.1.6.1 Fresh or chilled fruit 2015=100,J3U7,
CPIH MONTHLY RATE 01.1.6.3 Dried fruit and nuts 2015=100,J3U8,
CPIH MONTHLY RATE 01.1.6.4 Preserved fruit and fruit-based products 2015=100,J3U9,
CPIH MONTHLY RATE 01.1.7 : VEGETABLES INCLUDING POTATOES & OTHER TUBERS 2015=100,L59Y,
CPIH MONTHLY RATE 01.1.7.1 Fresh/chill veg other than potatoes/tubers 2015=100,J3UA,
CPIH MONTHLY RATE 01.1.7.2 Frozen veg other than potatoes & other tubers2015=100,J3UB,
"CPIH MONTHLY RATE 01.1.7.3 Dried vegetables, other preserved or processed veg",J3UF,
CPIH MONTHLY RATE 01.1.7.4 Potatoes 2015=100,J3UG,
CPIH MONTHLY RATE 01.1.7.5 Crisps 2015=100,J3UH,
CPIH MONTHLY RATE 01.1.7.6 Other tubers and products of tuber vegetables2015=100,J3UI,
CPIH MONTHLY RATE 01.1.8.1 Sugar 2015=100,J3UJ,
"CPIH MONTHLY RATE 01.1.8.2 Jams, marmalades and honey 2015=100",J3UK,
CPIH MONTHLY RATE 01.1.8.3 Chocolate 2015=100,J3V2,
CPIH MONTHLY RATE 01.1.8.4 Confectionery products 2015=100,J3V3,
CPIH MONTHLY RATE 01.1.8.5 Edible ices and ice cream 2015=100,J3V5,
CPIH MONTHLY RATE 01.1.9 : FOOD PRODUCTS 2015=100,L5A2,
"CPIH MONTHLY RATE 01.1.9.1 Sauces, condiments 2015=100",J3V6,
CPIH MONTHLY RATE 01.1.9.4 Ready-made meals 2015=100,J3VE,
CPIH MONTHLY RATE 01.1.9.9 Other food products n.e.c. 2015=100,J3VF,
CPIH MONTHLY RATE 01.2 : NON-ALCOHOLIC BEVERAGES 2015=100,L5A3,
"CPIH MONTHLY RATE 01.2.1 : COFFEE, TEA, COCOA 2015=100",L5A4,
CPIH MONTHLY RATE 01.2.1.1 Coffee 2015=100,J3VH,
CPIH MONTHLY RATE 01.2.1.2 Tea 2015=100,J3VI,
CPIH MONTHLY RATE 01.2.1.3 Cocoa and powdered chocolate 2015=100,J3VP,
"CPIH MONTHLY RATE 01.2.2 : MINERAL WATERS, SOFT DRINKS AND JUICES 2015=100",L5A5,
CPIH MONTHLY RATE 01.2.2.1 Mineral or spring waters 2015=100,J3VQ,
CPIH MONTHLY RATE 01.2.2.2 Soft drinks 2015=100,J3VS,
CPIH MONTHLY RATE 01.2.2.3 Fruit and vegetable juices 2015=100,J3VT,
CPIH MONTHLY RATE 02.1 : ALCOHOLIC BEVERAGES 2015=100,L5A6,
CPIH MONTHLY RATE 02.1.1 : SPIRITS 2015=100,L5A7,
CPIH MONTHLY RATE 02.1.2 : WINE (INC PERRY) 2015=100,L5A8,
CPIH MONTHLY RATE 02.1.2.1 Wine from grapes 2015=100,J3XA,
CPIH MONTHLY RATE 02.1.2.2 Wine from other fruits 2015=100,J3XB,
CPIH MONTHLY RATE 02.1.2.3 Fortified wines 2015=100,J3XC,
CPIH MONTHLY RATE 02.1.3 : BEER 2015=100,L5A9,
CPIH MONTHLY RATE 02.1.3.1 Lager beer 2015=100,J3XD,
CPIH MONTHLY RATE 02.1.3.2 Other alcoholic beer 2015=100,J3XE,
CPIH MONTHLY RATE 02.2 : TOBACCO 2015=100,L5AA,
CPIH MONTHLY RATE 02.2.0.1 Cigarettes 2015=100,J3XF,
CPIH MONTHLY RATE 02.2.0.2 Cigars 2015=100,J3XG,
CPIH MONTHLY RATE 02.2.0.3 Other tobacco products 2015=100,J3XH,
"CPIH MONTHLY RATE 02:ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS-est pre-97 2015=100",L59E,
CPIH MONTHLY RATE 03 : CLOTHING AND FOOTWEAR- estimated pre-97 2015=100,L59F,
CPIH MONTHLY RATE 03.1 : CLOTHING 2015=100,L5AB,
CPIH MONTHLY RATE 03.1.2 : GARMENTS 2015=100,L5AC,
CPIH MONTHLY RATE 03.1.2.1 Garments for men 2015=100,J3XI,
CPIH MONTHLY RATE 03.1.2.2 Garments for women 2015=100,J3XJ,
CPIH MONTHLY RATE 03.1.2.3 Garments for (0-2 yrs) and(3-13 yrs) 2015=100,J3XK,
CPIH MONTHLY RATE 03.1.3.1 Other articles of clothing 2015=100,J3XL,
CPIH MONTHLY RATE 03.1.3.2 Clothing accessories 2015=100,J3XM,
CPIH MONTHLY RATE 03.1.3:OTHER ARTICLES OF CLOTHING & ACCESSORIES 2015=100,L5AD,
"CPIH MONTHLY RATE 03.1.4 : DRY-CLEANING, REPAIR AND HIRE OF CLOTHING 2015=100",L5AE,
CPIH MONTHLY RATE 03.1.4.1 Cleaning of clothing 2015=100,J3XN,
CPIH MONTHLY RATE 03.1.4.2 Repair and hire of clothing 2015=100,J3XO,
CPIH MONTHLY RATE 03.2 : FOOTWEAR INCLUDING REPAIRS 2015=100,L5AF,
CPIH MONTHLY RATE 03.2.1.1 Footwear for men 2015=100,J3XP,
CPIH MONTHLY RATE 03.2.1.2 Footwear for women 2015=100,J3XQ,
CPIH MONTHLY RATE 03.2.1.3 Footwear for infants and children 2015=100,J3XR,
"CPIH MONTHLY RATE 04 : HOUSING, WATER AND FUELS- est. pre-97 2015=100",L59G,
CPIH MONTHLY RATE 04.1 : ACTUAL RENTS FOR HOUSING 2015=100,L5AG,
CPIH MONTHLY RATE 04.2: IMPUTED RENTALS FOR HOUSING 2015=100,L5P8,
CPIH MONTHLY RATE 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING 2015=100,L5AH,
CPIH MONTHLY RATE 04.3.1 : PRODUCTS FOR THE REGULAR REPAIR OF DWELLING 2015=100,L5AI,
CPIH MONTHLY RATE 04.3.2 : SERVICES FOR THE REGULAR REPAIR OF DWELLING 2015=100,L5AJ,
CPIH MONTHLY RATE 04.3.2.1 Services of plumbers 2015=100,J3ZE,
CPIH MONTHLY RATE 04.3.2.2 Services of electricians 2015=100,J3ZF,
CPIH MONTHLY RATE 04.3.2.4 Services of painters 2015=100,J3ZG,
CPIH MONTHLY RATE 04.3.2.5 Services of carpenters 2015=100,J3ZH,
CPIH MONTHLY RATE 04.4 : OTHER SERVICES RELATING TO THE DWELLING 2015=100,L5AK,
CPIH MONTHLY RATE 04.4.1 : WATER SUPPLY 2015=100,L5AL,
CPIH MONTHLY RATE 04.4.3 : SEWERAGE COLLECTION 2015=100,L5AM,
"CPIH MONTHLY RATE 04.5 : ELECTRICITY, GAS AND OTHER FUELS 2015=100",L5AN,
CPIH MONTHLY RATE 04.5.1 : ELECTRICITY 2015=100,L5AO,
CPIH MONTHLY RATE 04.5.2 : GAS 2015=100,L5AP,
CPIH MONTHLY RATE 04.5.2.1 Natural gas and town gas 2015=100,J3ZL,
"CPIH MONTHLY RATE 04.5.2.2 Liquefied hydrocarbons (butane, propane, etc.)",J3ZM,
CPIH MONTHLY RATE 04.5.3 : LIQUID FUELS 2015=100,L5AQ,
CPIH MONTHLY RATE 04.5.4 : SOLID FUELS 2015=100,L5AR,
CPIH MONTHLY RATE 04.9 Council Tax and rates 2015=100,DHYX,
"CPIH MONTHLY RATE 05.1.1 : FURNITURE, FURNISHINGS 2015=100",L5AT,
CPIH MONTHLY RATE 05.1.1.1 Household furniture 2015=100,J3ZP,
CPIH MONTHLY RATE 05.1.1.2 Garden furniture 2015=100,J3ZQ,
CPIH MONTHLY RATE 05.1.1.3 Lighting equipment 2015=100,J3ZR,
CPIH MONTHLY RATE 05.1.1.9 Other furniture and furnishings 2015=100,J3ZS,
CPIH MONTHLY RATE 05.1.2 : CARPETS & OTHER FLOOR COVERINGS 2015=100,L5AU,
CPIH MONTHLY RATE 05.1.2.1 Carpets and rugs 2015=100,J3ZT,
CPIH MONTHLY RATE 05.1.2.2 Other floor coverings 2015=100,J3ZU,
"CPIH MONTHLY RATE 05.1:FURN, FURNISHINGS,CARPETS & OTH FLOOR COVERINGS 2015=100",L5AS,
CPIH MONTHLY RATE 05.2 : HOUSEHOLD TEXTILES 2015=100,L5AV,
CPIH MONTHLY RATE 05.2.0.1 Furnishing fabrics and curtains 2015=100,J3ZV,
CPIH MONTHLY RATE 05.2.0.2 Bed linen 2015=100,J3ZW,
CPIH MONTHLY RATE 05.2.0.3 Table linen and bathroom linen 2015=100,J3ZX,
CPIH MONTHLY RATE 05.3 :MAJOR HH APPLIANCES INCLUDING FITTINGS & REPAIR 2015=100,L5AW,
CPIH MONTHLY RATE 05.3.1 : MAJOR HOUSEHOLD & SMALL ELECTRICAL EQUIPMENT 2015=100,L5AX,
"CPIH MONTHLY RATE 05.3.1.1 Refrigerators, freezers and fridge-freezers 2015=100",J3ZY,
"CPIH MONTHLY RATE 05.3.1.2 Clothes washing, drying & dish washing machines",J3ZZ,
CPIH MONTHLY RATE 05.3.1.3 Cookers 2015=100,J422,
CPIH MONTHLY RATE 05.3.1.4 Heaters 2015=100,J423,
CPIH MONTHLY RATE 05.3.1.5 Cleaning equipment 2015=100,J424,
CPIH MONTHLY RATE 05.3.2.2 Coffee machines 2015=100,J425,
CPIH MONTHLY RATE 05.3.2.3 Irons 2015=100,J426,
CPIH MONTHLY RATE 05.3.2.9 Other small electric household appliances 2015=100,J427,
CPIH MONTHLY RATE 05.3.3 : REPAIR OF HOUSEHOLD APPLIANCES 2015=100,L5AY,
"CPIH MONTHLY RATE 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS 2015=100",L5AZ,
"CPIH MONTHLY RATE 05.4.0.1 Glassware, crystal-ware, ceramic & chinaware",J429,
"CPIH MONTHLY RATE 05.4.0.2 Cutlery, flatware and silverware 2015=100",J42A,
CPIH MONTHLY RATE 05.4.0.3 Non-electric kitchen utensils and articles 2015=100,J42B,
CPIH MONTHLY RATE 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN 2015=100,L5B2,
CPIH MONTHLY RATE 05.5.1.1 Motorized major tools and equipment 2015=100,J42C,
"CPIH MONTHLY RATE 05.5.1.2 Repair, leasing & rental of major tools & equipment",J42D,
CPIH MONTHLY RATE 05.5.2.1 Non-motorized small tools 2015=100,J42E,
CPIH MONTHLY RATE 05.5.2.2 Miscellaneous small tool accessories 2015=100,J42F,
CPIH MONTHLY RATE 05.6.1 : NON-DURABLE HOUSEHOLD GOODS 2015=100,L5B4,
CPIH MONTHLY RATE 05.6.1.1 Cleaning and maintenance products 2015=100,J42G,
CPIH MONTHLY RATE 05.6.1.2 Other non-durable small household articles 2015=100,J42H,
CPIH MONTHLY RATE 05.6.2 : DOMESTIC SERVICES AND HOME CARE SERVICES 2015=100,L5B5,
CPIH MONTHLY RATE 05.6.2.1 Domestic services by paid staff 2015=100,J42I,
CPIH MONTHLY RATE 05.6.2.9 Other domestic services/household services 2015=100,J42J,
CPIH MONTHLY RATE 05.6:GOODS & SERV FOR ROUTINE HOUSEHLD MAINTENANCE 2015=100,L5B3,
"CPIH MONTHLY RATE 05:FURN, HH EQUIP & REPAIR OF THE HOUSE - est. pre-97 2015=100",L59H,
CPIH MONTHLY RATE 06 : HEALTH- estimated pre-97 2015=100,L59I,
CPIH MONTHLY RATE 06.1 : MEDICAL PRODUCTS APPLIANCES AND EQUIPMENT 2015=100,L5B6,
CPIH MONTHLY RATE 06.1.1 : PHARMACEUTICAL PRODUCTS 2015=100,L5B7,
CPIH MONTHLY RATE 06.1.2 : OTHER MEDICAL & THERAPEUTIC APPLIANCES 2015=100,L5B8,
CPIH MONTHLY RATE 06.1.2.9 Other medical products n.e.c. 2015=100,J42M,
CPIH MONTHLY RATE 06.1.3.1 Corrective eye-glasses and contact lenses 2015=100,J42N,
CPIH MONTHLY RATE 06.2 : OUT-PATIENT SERVICES 2015=100,L5B9,
CPIH MONTHLY RATE 06.2.1 : MEDICAL SERVICES AND PARAMEDICAL SERVICES 2015=100,L5BA,
CPIH MONTHLY RATE 06.2.2 : DENTAL SERVICES 2015=100,L5BB,
CPIH MONTHLY RATE 06.3 : HOSPITAL SERVICES 2015=100,L5BC,
CPIH MONTHLY RATE 07 : TRANSPORT- estimated pre-97 2015=100,L59J,
CPIH MONTHLY RATE 07.1 : PURCHASE OF VEHICLES 2015=100,L5BD,
CPIH MONTHLY RATE 07.1.1A : NEW CARS 2015=100,L5BE,
CPIH MONTHLY RATE 07.1.1B : SECOND-HAND CARS 2015=100,L5BF,
CPIH MONTHLY RATE 07.1.2 : MOTOR CYCLES AND BICYCLES 2015=100,L5BG,
CPIH MONTHLY RATE 07.1.2.0 Motor cycles 2015=100,J42Q,
CPIH MONTHLY RATE 07.1.3.0 Bicycles 2015=100,J42R,
CPIH MONTHLY RATE 07.2 : OPERATION OF PERSONAL TRANSPORT EQUIPMENT 2015=100,L5BH,
CPIH MONTHLY RATE 07.2.1 : SPARE PARTS & ACCESSORIES 2015=100,L5BI,
CPIH MONTHLY RATE 07.2.1.1 Tyres 2015=100,J42S,
CPIH MONTHLY RATE 07.2.1.2 Spare parts for personal transport equipment 2015=100,J42T,
CPIH MONTHLY RATE 07.2.2 : FUELS & LUBRICANTS 2015=100,L5BJ,
CPIH MONTHLY RATE 07.2.2.1 Diesel 2015=100,J42U,
CPIH MONTHLY RATE 07.2.2.2 Petrol 2015=100,J42V,
CPIH MONTHLY RATE 07.2.2.4 Lubricants 2015=100,J42W,
CPIH MONTHLY RATE 07.2.3 : MAINTENANCE & REPAIRS 2015=100,L5BK,
CPIH MONTHLY RATE 07.2.4 : OTHER SERVICES FOR PERSONAL TRANSPORT EQUIP 2015=100,L5BL,
"CPIH MONTHLY RATE 07.2.4.1 Hire of garages, parking spaces & perso transpo equip",J42Y,
CPIH MONTHLY RATE 07.2.4.2 Toll facilities and parking meters 2015=100,J42Z,
"CPIH MONTHLY RATE 07.2.4.3 Driving lessons, test licences & road worth tests",J432,
CPIH MONTHLY RATE 07.3 : TRANSPORT SERVICES 2015=100,L5BM,
CPIH MONTHLY RATE 07.3.1 : PASSENGER TRANSPORT BY RAILWAY 2015=100,L5BN,
CPIH MONTHLY RATE 07.3.1.1 Passenger transport by train 2015=100,J433,
CPIH MONTHLY RATE 07.3.1.2 Passenger transport by underground and tram 2015=100,J434,
CPIH MONTHLY RATE 07.3.2.1 Passenger transport by bus and coach 2015=100,J435,
CPIH MONTHLY RATE 07.3.3 : PASSENGER TRANSPORT BY AIR 2015=100,L5BP,
CPIH MONTHLY RATE 07.3.4 : PASSENGER TRANSPORT BY SEA & INLAND WATERWAY 2015=100,L5BQ,
CPIH MONTHLY RATE 07.3.6.2 Removal and storage services 2015=100,J437,
CPIH MONTHLY RATE 08 : COMMUNICATION- estimated pre-97 2015=100,L59K,
CPIH MONTHLY RATE 08.1 : POSTAL SERVICES 2015=100,L5BR,
CPIH MONTHLY RATE 08.2 : TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES 2015=100,L5BS,
CPIH MONTHLY RATE 08.2.0.1 Fixed telephone equipment 2015=100,J43A,
CPIH MONTHLY RATE 08.2.0.2 Mobile telephone equipment 2015=100,J43B,
CPIH MONTHLY RATE 08.3.0.1 Wired telephone services 2015=100,J43C,
CPIH MONTHLY RATE 08.3.0.2 Wireless telephone services 2015=100,J43D,
CPIH MONTHLY RATE 08.3.0.3 Internet access provision services 2015=100,J43E,
CPIH MONTHLY RATE 08.3.0.4 Bundled telecommunication services 2015=100,J43F,
CPIH MONTHLY RATE 09 : RECREATION & CULTURE- estimated pre-97 2015=100,L59L,
CPIH MONTHLY RATE 09.1 : AUDIO-VISUAL PHOTO AND DATA PROCESSING EQUIP 2015=100,L5BT,
CPIH MONTHLY RATE 09.1.1 : EQUIPMENT FOR SOUND & PICTURES 2015=100,L5BU,
"CPIH MONTHLY RATE 09.1.1.1 Equip recep, record and reprod of sound 2015=100",J43G,
"CPIH MONTHLY RATE 09.1.1.2 Equip recep, record & reprod of sound & vision",J43K,
CPIH MONTHLY RATE 09.1.1.3 Portable sound and vision devices 2015=100,J43L,
"CPIH MONTHLY RATE 09.1.1.9 Other equiq recep, record and reprod of sound & pic",J43N,
CPIH MONTHLY RATE 09.1.2:PHOTOGRAPHIC CINEMATOGRAPHIC & OPTICAL EQUIP 2015=100,L5BV,
CPIH MONTHLY RATE 09.1.3 : INFORMATION PROCESSING EQUIPMENT 2015=100,L5BW,
CPIH MONTHLY RATE 09.1.3.1 Personal computers 2015=100,J43Y,
CPIH MONTHLY RATE 09.1.3.2 Access for information processing equipment 2015=100,J43Z,
CPIH MONTHLY RATE 09.1.3.3 Software 2015=100,J443,
CPIH MONTHLY RATE 09.1.4 : RECORDING MEDIA 2015=100,L5BX,
CPIH MONTHLY RATE 09.1.4.1 Pre-recorded recording media 2015=100,J444,
CPIH MONTHLY RATE 09.1.4.2 Unrecorded recording media 2015=100,J44K,
CPIH MONTHLY RATE 09.1.4.9 Other recording media 2015=100,J44L,
CPIH MONTHLY RATE 09.1.5 : REPAIR OF A-V PHOTO & DATA PROCESSING EQUIP 2015=100,L5BY,
CPIH MONTHLY RATE 09.2 :OTHER MAJOR DURABLES FOR RECREATION AND CULTURE 2015=100,L5BZ,
CPIH MONTHLY RATE 09.2.1.1 Camper vans 2015=100,J44N,
"CPIH MONTHLY RATE 09.2.1.3 Boats, outboard motors and fitting out of boats",J44O,
CPIH MONTHLY RATE 09.2.1.5 Major items for games and sport 2015=100,J44T,
CPIH MONTHLY RATE 09.2.2.1 Musical instruments 2015=100,J44U,
CPIH MONTHLY RATE 09.2.3.0 Maintenance and repair of other major durables,J44P,
CPIH MONTHLY RATE 09.3.1 : GAMES TOYS AND HOBBIES 2015=100,L5C4,
CPIH MONTHLY RATE 09.3.1.1 Games and hobbies 2015=100,J44V,
CPIH MONTHLY RATE 09.3.1.2 Toys and celebration articles 2015=100,J44W,
CPIH MONTHLY RATE 09.3.2 :EQUIP FOR SPORT CAMPING & OPEN-AIR RECREATION 2015=100,L5C5,
CPIH MONTHLY RATE 09.3.2.1 Equipment for sport 2015=100,J44X,
CPIH MONTHLY RATE 09.3.2.2 Equipment for camping and open-air recreation2015=100,J44Y,
CPIH MONTHLY RATE 09.3.3 : GARDEN PLANTS AND FLOWERS 2015=100,L5C6,
CPIH MONTHLY RATE 09.3.3.1 Garden products 2015=100,J45H,
CPIH MONTHLY RATE 09.3.3.2 Plants and flowers 2015=100,J45M,
CPIH MONTHLY RATE 09.3.4 : PETS AND RELATED PRODUCTS 2015=100,L5C7,
CPIH MONTHLY RATE 09.3.4.1 Purchase of pets 2015=100,J45N,
CPIH MONTHLY RATE 09.3.4.2 Products for pets 2015=100,J45O,
CPIH MONTHLY RATE 09.3.5.0 Veterinary and other services for pets 2015=100,J45T,
CPIH MONTHLY RATE 09.3:OTHER RECREATIONAL ITEMS & EQUIP GARDENS & PETS 2015=100,L5C3,
CPIH MONTHLY RATE 09.4 : RECREATIONAL AND CULTURAL SERVICES 2015=100,L5C8,
CPIH MONTHLY RATE 09.4.1 : RECREATIONAL AND SPORTING SERVICES 2015=100,L5C9,
CPIH MONTHLY RATE 09.4.1.1 Recreational and sporting services-Attendance2015=100,J45Y,
CPIH MONTHLY RATE 09.4.1.2 Recreational/sporting services-Participation 2015=100,J45Z,
CPIH MONTHLY RATE 09.4.2 : CULTURAL SERVICES 2015=100,L5CA,
"CPIH MONTHLY RATE 09.4.2.1 Cinemas, theatres, concerts 2015=100",J463,
"CPIH MONTHLY RATE 09.4.2.2 Museums, libraries, zoological gardens 2015=100",J464,
"CPIH MONTHLY RATE 09.4.2.3 Television and radio licence fees, subscriptions",J465,
CPIH MONTHLY RATE 09.4.2.4 Hire of equipment and accessories for culture2015=100,J466,
CPIH MONTHLY RATE 09.4.2.5 Photographic services 2015=100,J469,
CPIH MONTHLY RATE 09.5 : NEWSPAPERS BOOKS AND STATIONERY 2015=100,L5CB,
CPIH MONTHLY RATE 09.5.1 : BOOKS 2015=100,L5CC,
CPIH MONTHLY RATE 09.5.1.1 Fiction books 2015=100,J46D,
CPIH MONTHLY RATE 09.5.1.3 Other non-fiction books 2015=100,J46F,
CPIH MONTHLY RATE 09.5.1.4 Binding services and E-book downloads 2015=100,J46H,
CPIH MONTHLY RATE 09.5.2 : NEWSPAPERS AND PERIODICALS 2015=100,L5CD,
CPIH MONTHLY RATE 09.5.2.1 Newspapers 2015=100,J46J,
CPIH MONTHLY RATE 09.5.2.2 Magazines and periodicals 2015=100,J46L,
CPIH MONTHLY RATE 09.5.3.0 Miscellaneous printed matter 2015=100,J46N,
CPIH MONTHLY RATE 09.5.3:MISC PRINTED MATTER STATIONERY & DRAWING MTRLS 2015=100,L5CE,
CPIH MONTHLY RATE 09.5.4.1 Paper products 2015=100,J46P,
CPIH MONTHLY RATE 09.5.4.9 Other stationery and drawing materials 2015=100,J46R,
CPIH MONTHLY RATE 09.6 : PACKAGE HOLIDAY 2015=100,L5CF,
CPIH MONTHLY RATE 10 : EDUCATION- estimated pre-97 2015=100,L59M,
"CPIH MONTHLY RATE 10.1/2/5 Pre-Primary, Primary and Secondary education 2015=100",J46X,
